Period;Value;HS_Commodity;Trade_Flow;Indicator;Reporter_Country;Partner_Country
Jun 2021;5130160;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Jul 2022;5200000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Jul 2022;5200000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Jul 2025;5228411;2504 - Natural graphite.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Jul 2025;5228411;2504 - Natural graphite.;Total Exports;Quantity;United Republic of Tanzania;SADC
Dec 2022;5263987;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;SADC
Nov 2021;5301090;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Nov 2021;5301090;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Apr 2020;5376000;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
May 2020;5376820;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Mar 2020;5400000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Oct 2025;5406500;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);DR Congo;European Union All Countries
Oct 2025;5406500;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Net Weight(Kg);DR Congo;European Union All Countries
Oct 2022;5410000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Oct 2022;5410000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Nov 2023;5417325;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);DR Congo;European Union All Countries
Aug 2020;5430000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Aug 2020;5430000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
May 2025;5500000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
May 2025;5500000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Mar 2022;5530000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Mar 2022;5530000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Nov 2020;5554200;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Mar 2020;5622660;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;SADC
Mar 2020;5622660;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jan 2022;5650000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Jan 2022;5650000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Aug 2021;5660060;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Aug 2021;5660060;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Oct 2023;5676174;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
Jun 2021;5680000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Jun 2021;5680000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Mar 2020;5682880;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Uganda;SADC
Mar 2020;5682880;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Uganda;SADC
Jan 2021;5700000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Jul 2023;5700000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Jan 2021;5700000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Jul 2023;5700000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Feb 2023;5707790;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jun 2022;5720000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Jun 2022;5720000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Jul 2023;5750000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Jan 2025;5750000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Jul 2023;5750000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Jan 2025;5750000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Nov 2021;5760000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Nov 2021;5760000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Oct 2021;5876000;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;ASEAN
Jun 2023;5880000;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Kenya;SADC
Jun 2023;5880000;26 - Ores, slag and ash.;Total Imports;Quantity;Kenya;SADC
Sep 2022;5970000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Sep 2022;5970000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Oct 2023;6000000;2606 - Aluminium ores and concentrates.;Total Imports;Net Weight(Kg);Kenya;SADC
Oct 2024;6000000;2614 - Titanium ores and concentrates.;Total Exports;Net Weight(Kg);Kenya;ASEAN
Oct 2023;6000000;2606 - Aluminium ores and concentrates.;Total Imports;Quantity;Kenya;SADC
Oct 2024;6000000;2614 - Titanium ores and concentrates.;Total Exports;Quantity;Kenya;ASEAN
Sep 2021;6060000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Sep 2021;6060000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Jan 2024;6100000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Jan 2024;6100000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
May 2023;6150000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
May 2023;6150000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Aug 2022;6170000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Aug 2022;6170000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Nov 2020;6180000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Nov 2020;6180000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Sep 2023;6200000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Sep 2023;6200000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Sep 2021;6220000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Feb 2022;6220000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Sep 2021;6220000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Feb 2022;6220000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Oct 2024;6249920;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;ASEAN
Oct 2024;6249920;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;ASEAN
Dec 2020;6256820;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;SADC
Jan 2024;6258580;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Uganda;SADC
Jan 2024;6258580;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Uganda;SADC
Dec 2020;6263810;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;SADC
Dec 2023;6320000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Dec 2023;6320000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
May 2022;6320000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
May 2022;6320000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Mar 2022;6397168;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;CIF Value (US$);DR Congo;SADC
Dec 2024;6416030;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);DR Congo;SADC
Dec 2024;6416030;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Net Weight(Kg);DR Congo;SADC
Feb 2021;6460000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Feb 2021;6460000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
May 2020;6521480;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Uganda;SADC
Jun 2020;6560000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;ASEAN
Jun 2020;6560000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;ASEAN
Sep 2022;6600000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;ASEAN
May 2023;6600000;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Kenya;SADC
May 2023;6600000;2606 - Aluminium ores and concentrates.;Total Imports;Net Weight(Kg);Kenya;SADC
Sep 2022;6600000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;ASEAN
May 2023;6600000;26 - Ores, slag and ash.;Total Imports;Quantity;Kenya;SADC
May 2023;6600000;2606 - Aluminium ores and concentrates.;Total Imports;Quantity;Kenya;SADC
Mar 2021;6634010;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Mar 2022;6640140;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;ASEAN
Oct 2025;6643346;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Oct 2025;6643346;2603 - Copper ores and concentrates.;Total Exports;FOB Value (US$);DR Congo;European Union All Countries
Jun 2022;6661460;2609 - Tin ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;SADC
Mar 2022;6723830;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Mar 2022;6723830;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Jun 2021;6765690;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;SADC
May 2022;6784592;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
May 2022;6784592;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;FOB Value (US$);United Republic of Tanzania;ASEAN
Oct 2023;6800000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Oct 2023;6800000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Jun 2021;6855690;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);DR Congo;SADC
Nov 2021;6882204;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);DR Congo;European Union All Countries
Nov 2021;6882204;2601 - Iron ores and concentrates, including roasted iron pyrites.;Total Imports;CIF Value (US$);DR Congo;European Union All Countries
Nov 2021;6882204;26012000 - Iron ores and concentrates, including roasted iron pyrites. - Roasted iron pyrites;Total Imports;CIF Value (US$);DR Congo;European Union All Countries
Aug 2025;6958956;26 - Ores, slag and ash.;Total Imports;Quantity;DR Congo;SADC
Oct 2021;6970000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Mar 2023;6970000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Oct 2021;6970000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Mar 2023;6970000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Feb 2025;6989586;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);United Republic of Tanzania;SADC
May 2025;7001652;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
May 2025;7001652;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
Jun 2022;7080000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;ASEAN
Jun 2022;7080000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;ASEAN
Apr 2024;7103406;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Rwanda;ASEAN
Apr 2024;7103406;2609 - Tin ores and concentrates.;Total Exports;Net Weight(Kg);Rwanda;ASEAN
Oct 2020;7230000;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Rwanda;SADC
Oct 2020;7230000;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Imports;Quantity;Rwanda;SADC
Feb 2020;7260000;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Feb 2020;7260000;26 - Ores, slag and ash.;Total Exports;Quantity;Kenya;European Union All Countries
